"Make","Price","Year","Kilometer","Fuel Type","Transmission","Owner","Seller Type","Engine","Power","Torque","Drivetrain","Length","Width","Height","SeatingCapacity","TankCapacity"
"Jaguar",3750000,2019,13.5,"Diesel","Automatic","Second","Individual",1999,177,430,"RWD",5067,2091,1457,"5",66
"Mercedes-Benz",4950000,2021,12.4,"Petrol","Automatic","First","Individual",1991,201,300,"RWD",4686,1810,1442,"5",66
"Jeep",2950000,2021,38,"Diesel","Automatic","First","Individual",1956,168,350,"AWD",4405,1818,1640,"5",60
"MG",1625000,2019,7,"Petrol","Automatic","First","Individual",1451,141,250,"FWD",4655,1835,1760,"5",60
"Toyota",1290000,2012,121,"Diesel","Manual","Second","Individual",2982,169,343,"AWD",4705,1840,1850,"<5",80
"Toyota",625000,2015,76,"Diesel","Manual","First","Individual",1364,67,170,"FWD",3775,1695,1510,"5",45
"Mahindra",1490000,2018,50,"Diesel","Manual","First","Individual",2179,138,330,"FWD",4585,1890,1785,"<5",70
"Hyundai",325000,2013,46.721,"Petrol","Automatic","Second","Individual",1197,80,111,"FWD",3565,1595,1550,"5",35
"Mahindra",1190000,2017,41.47,"Diesel","Automatic","First","Individual",2179,138,330,"FWD",4585,1890,1785,"<5",70
"Mahindra",625000,2013,170,"Diesel","Manual","Third or more","Individual",2179,120,290,"RWD",4430,1817,1975,"<5",60
"Land Rover",5375000,2014,80,"Diesel","Automatic","Second","Individual",2993,289,600,"AWD",4879,2073,1780,"5",77
"Honda",1138000,2018,6,"Petrol","Automatic","First","Corporate",1497,117,145,"FWD",4440,1695,1495,"5",40
"Audi",4250000,2021,17,"Petrol","Automatic","First","Individual",1798,170,320,"FWD",4701,1826,1427,"5",63
"Honda",365000,2014,31,"Petrol","Manual","First","Individual",1198,87,109,"FWD",3610,1680,1500,"5",35
"Chevrolet",475000,2014,73.265,"Diesel","Automatic","Second","Individual",1998,164,380,"FWD",4597,1788,1477,"5",60
"Hyundai",1225000,2019,47,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4270,1780,1665,"5",55
"Maruti Suzuki",725000,2017,42,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4296,1695,1685,"<5",45
"Mercedes-Benz",2450000,2017,25,"Diesel","Automatic","Second","Individual",2143,134,300,"FWD",4417,1804,1494,"5",50
"Hyundai",225000,2009,140,"Diesel","Manual","Third or more","Individual",1991,142,323,"FWD",4800,1832,1485,"5",70
"Maruti Suzuki",695000,2018,68.818,"Petrol","Automatic","First","Individual",1197,82,113,"FWD",3995,1735,1515,"5",37
"Toyota",2200000,2018,57,"Diesel","Automatic","First","Individual",2755,172,360,"RWD",4735,1830,1795,"<5",55
"Honda",950000,2020,39,"Diesel","Automatic","First","Individual",1498,79,160,"FWD",3995,1695,1501,"5",35
"Toyota",2598000,2022,12.05,"Petrol","Automatic","First","Individual",2694,164,245,"RWD",4735,1830,1795,"<5",65
"Honda",585000,2017,24.1,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Ford",434999,2017,23,"Petrol","Manual","First","Individual",1196,87,112,"FWD",3995,1695,1525,"5",42
"Maruti Suzuki",295000,2009,185,"Diesel","Manual","First","Individual",1248,75,190,"FWD",3760,1690,1530,"5",43
"Maruti Suzuki",910000,2019,76,"Diesel","Manual","First","Individual",1498,94,225,"FWD",4490,1730,1485,"5",43
"Maruti Suzuki",565000,2020,47,"Petrol","Manual","First","Individual",998,67,90,"FWD",3695,1600,1560,"5",35
"Toyota",1050000,2021,1.91,"Petrol","Automatic","First","Individual",1462,103,138,"FWD",3995,1790,1640,"5",48
"Hyundai",990000,2019,23,"Diesel","Manual","First","Individual",1396,89,224,"FWD",4270,1780,1630,"5",60
"Audi",2590000,2020,36.978,"Diesel","Automatic","Second","Individual",1968,141,320,"FWD",4456,1796,1416,"5",50
"Mahindra",1e+06,2016,33,"Diesel","Manual","First","Individual",2179,138,330,"AWD",4585,1890,1785,"<5",70
"Hyundai",254999,2012,18.954,"Petrol","Manual","First","Individual",1086,68,99,"FWD",3585,1595,1550,"5",35
"Hyundai",598000,2015,58.2,"Petrol","Automatic","First","Individual",1591,121,158,"FWD",4370,1700,1475,"5",43
"Mahindra",850000,2018,83,"Diesel","Manual","First","Individual",1493,70,195,"RWD",3995,1745,1880,"<5",52
"Hyundai",560000,2016,80,"Diesel","Manual","Second","Individual",1396,89,220,"FWD",3985,1734,1505,"5",40
"Audi",975000,2011,75,"Diesel","Automatic","First","Individual",1968,177,380,"FWD",4701,1826,1427,"5",63
"Audi",2600000,2017,64,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4456,1796,1416,"5",50
"Skoda",745000,2016,117.048,"Diesel","Manual","First","Individual",1598,105,250,"FWD",4386,1699,1466,"5",55
"Hyundai",495000,2017,47,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Audi",2450000,2018,43.29,"Petrol","Automatic","First","Individual",1798,178,250,"FWD",4456,1796,1416,"5",50
"Mercedes-Benz",2850000,2016,7,"Diesel","Automatic","First","Individual",2143,168,400,"RWD",4686,1810,1442,"5",66
"Mahindra",925000,2016,150,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"Toyota",1075000,2013,125,"Diesel","Automatic","First","Individual",2982,169,360,"RWD",4705,1840,1850,"<5",80
"Mercedes-Benz",6225000,2019,42.079,"Diesel","Automatic","First","Individual",2987,255,620,"RWD",5063,1860,1494,"5",80
"Audi",1500000,2014,69,"Diesel","Automatic","First","Individual",1968,177,380,"FWD",4915,1874,1455,"5",65
"Mitsubishi",625000,2011,40,"Diesel","Manual","Second","Individual",2835,118,292,"AWD",4755,1775,1900,"5",92
"Toyota",325000,2011,101.347,"Petrol","Manual","Third or more","Individual",1496,90,132,"FWD",4265,1695,1510,"5",45
"Mahindra",1485000,2021,36.7,"Diesel","Manual","First","Individual",1497,121,300,"FWD",4585,1866,1774,"<5",45
"Audi",1650000,2012,240,"Diesel","Automatic","First","Individual",2967,245,500,"AWD",4915,1874,1455,"5",75
"Audi",1800000,2014,76.529,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4456,1796,1416,"5",50
"Toyota",1290000,2014,85,"Diesel","Manual","Second","Individual",2494,100,200,"RWD",4585,1760,1760,"<5",55
"Nissan",6e+05,2016,99,"Diesel","Manual","First","Individual",1461,84,200,"FWD",4331,1822,1671,"5",50
"Hyundai",436000,2014,37.959,"Petrol","Automatic","Second","Individual",1197,79,112,"FWD",3765,1660,1520,"5",43
"Toyota",4300000,2021,60,"Diesel","Automatic","First","Individual",2755,174,450,"AWD",4795,1855,1835,"<5",80
"Datsun",270000,2017,27,"Petrol","Manual","First","Individual",1198,67,104,"FWD",3785,1635,1485,"5",35
"Chevrolet",320000,2011,75,"Diesel","Manual","Second","Individual",1991,150,327,"FWD",4597,1788,1477,"5",60
"Hyundai",1911000,2022,1.3,"Petrol","Automatic","First","Individual",1353,138,242,"FWD",4300,1790,1635,"5",50
"BMW",8600000,2020,21.696,"Diesel","Automatic","First","Individual",2993,262,620,"AWD",4922,2004,1745,"5",80
"Mercedes-Benz",3900000,2019,33,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",4686,1810,1442,"5",66
"Volvo",2e+06,2016,6,"Diesel","Automatic","First","Individual",1984,150,350,"FWD",4370,1783,1458,"5",60
"Hyundai",465000,2019,19,"Petrol","Automatic","First","Individual",1086,68,99,"FWD",3610,1645,1560,"5",35
"Honda",875000,2019,58.618,"Petrol","Manual","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"MINI",3200000,2017,10.5,"Petrol","Automatic","First","Individual",1998,189,280,"FWD",3850,1727,1414,">5",44
"Mahindra",850000,2019,85.641,"Diesel","Manual","First","Commercial Registration",1493,100,240,"RWD",3995,1835,1839,"<5",60
"Renault",426999,2020,41.669,"Petrol","Automatic","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Mercedes-Benz",9200000,2022,10,"Diesel","Automatic","First","Individual",1950,241,500,"AWD",4924,2157,1772,"5",93
"Hyundai",1035000,2018,36,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Maruti Suzuki",695000,2018,31,"Petrol","Manual","First","Individual",1197,89,113,"FWD",3995,1735,1515,"5",37
"BMW",3675000,2020,37.18,"Diesel","Automatic","First","Individual",1995,184,350,"RWD",4454,2044,1545,"5",63
"Mahindra",1700000,2021,14,"Diesel","Automatic","First","Individual",2184,130,300,"AWD",3985,1820,1844,">5",57
"Tata",449000,2018,53.512,"Petrol","Manual","Second","Individual",1199,84,114,"FWD",3746,1647,1535,"5",35
"Mercedes-Benz",5400000,2022,4.6,"Diesel","Automatic","UnRegistered Car","Individual",2148,170,410,"RWD",4596,1770,1447,"5",66
"MG",3950000,2021,40,"Diesel","Automatic","First","Individual",1996,215,480,"AWD",4985,1926,1867,"<5",75
"Hyundai",565000,2015,65,"Diesel","Manual","Second","Individual",1396,89,220,"FWD",3985,1734,1505,"5",45
"BMW",3775000,2019,32.963,"Diesel","Automatic","First","Individual",1995,184,350,"RWD",4454,2044,1545,"5",63
"Mercedes-Benz",1275000,2012,101,"Diesel","Automatic","Second","Individual",2143,231,400,"RWD",4868,1854,1470,"5",80
"Renault",375000,2018,14,"Petrol","Manual","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Maruti Suzuki",949000,2018,50.5,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",775000,2019,80.849,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3840,1735,1530,"5",37
"Audi",1800000,2014,19.868,"Diesel","Automatic","First","Individual",1968,177,380,"FWD",4915,1874,1455,"5",65
"Honda",825000,2016,45,"Petrol","Automatic","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Hyundai",509999,2019,30.858,"Petrol","Manual","First","Individual",1086,68,99,"FWD",3610,1645,1560,"5",35
"Mahindra",1350000,2018,56.5,"Diesel","Manual","First","Individual",2179,140,320,"RWD",4456,1820,1995,"<5",60
"Hyundai",650000,2020,37.003,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Honda",1490000,2021,11,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"Maruti Suzuki",545000,2016,53,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"BMW",2950000,2018,75,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4633,1811,1429,"5",57
"Mercedes-Benz",1150000,2010,120,"Diesel","Automatic","First","Individual",2987,231,540,"RWD",4868,1854,1471,"5",80
"Audi",1850000,2013,44.087,"Diesel","Automatic","First","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"BMW",3995000,2016,39,"Diesel","Automatic","First","Individual",2993,258,560,"AWD",4886,1938,1762,"<5",52
"Mercedes-Benz",1750000,2014,59,"Diesel","Automatic","First","Individual",2143,204,500,"RWD",4879,1854,1474,"5",80
"Audi",5500000,2017,45,"Diesel","Automatic","First","Individual",2967,245,600,"AWD",5052,1968,1740,"<5",75
"Nissan",360000,2013,92,"Diesel","Manual","Second","Individual",1461,85,200,"FWD",4425,1695,1505,"5",41
"Ford",625000,2019,48.422,"Petrol","Manual","First","Individual",1497,121,150,"FWD",3998,1765,1647,"5",52
"BMW",4150000,2019,29,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4633,1811,1429,"5",57
"Mahindra",1698999,2021,37.5,"Diesel","Manual","First","Individual",2184,130,300,"AWD",3985,1820,1844,">5",57
"Maruti Suzuki",484999,2018,62,"Petrol","Manual","Second","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Audi",4250000,2020,17,"Petrol","Automatic","First","Individual",1395,148,250,"FWD",4726,1842,1427,"5",54
"Maruti Suzuki",8e+05,2017,76.642,"Other","Manual","First","Individual",1373,94,130,"FWD",4296,1695,1685,"<5",45
"Hyundai",1275000,2019,44,"Petrol","Manual","First","Individual",1591,122,151,"FWD",4270,1780,1665,"5",55
"Porsche",9500000,2018,20,"Petrol","Automatic","First","Individual",1988,295,380,"RWD",4379,1801,1281,">5",54
"BMW",1375000,2013,102,"Diesel","Automatic","Second","Individual",1995,188,400,"RWD",4633,1811,1429,"5",57
"Hyundai",1700000,2022,9,"Diesel","Manual","First","Individual",1493,113,250,"FWD",4300,1790,1635,"5",50
"Mahindra",5e+05,2013,135,"Diesel","Manual","First","Individual",2179,140,330,"FWD",4585,1890,1785,"<5",70
"Mercedes-Benz",6800000,2020,14.5,"Diesel","Automatic","First","Individual",1950,192,400,"AWD",4658,1890,1644,"5",66
"Maruti Suzuki",715000,2019,31.552,"Petrol","Automatic","First","Individual",1197,82,113,"FWD",3995,1735,1515,"5",37
"Maruti Suzuki",380000,2016,70,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3636,1475,1670,"5",35
"Honda",375000,2016,35.134,"Petrol","Manual","First","Individual",1198,87,109,"FWD",3610,1680,1500,"5",35
"Land Rover",7200000,2016,45,"Diesel","Automatic","Third or more","Individual",2993,289,600,"AWD",4879,2073,1780,"5",77
"Mercedes-Benz",8190000,2020,18,"Diesel","Automatic","First","Individual",1950,241,500,"AWD",4924,2157,1772,"5",93
"Maruti Suzuki",695000,2018,8,"Petrol","Automatic","First","Individual",1197,82,113,"FWD",3840,1735,1530,"5",37
"Hyundai",875000,2016,62.125,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Land Rover",3500000,2016,78,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4600,2069,1690,"<5",65
"Hyundai",685000,2018,64.3,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3995,1760,1555,"5",40
"Tata",1875000,2021,28,"Diesel","Manual","First","Individual",1956,168,350,"FWD",4661,1894,1786,"<5",50
"Skoda",1685000,2017,28.6,"Petrol","Automatic","First","Individual",1798,177,250,"FWD",4659,1814,1476,"5",50
"Audi",2550000,2015,69.5,"Diesel","Automatic","Second","Individual",1968,190,400,"FWD",4933,1874,1455,"5",75
"Hyundai",869999,2017,70,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Mahindra",875000,2018,24,"Diesel","Manual","First","Individual",2498,105,247,"AWD",3920,1726,1930,"<5",60
"Audi",1390000,2012,69.5,"Diesel","Automatic","First","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"Maruti Suzuki",825000,2019,25.5,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",785000,2017,20,"Petrol","Automatic","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Mercedes-Benz",2145000,2016,55,"Diesel","Automatic","Second","Individual",2143,134,300,"FWD",4417,1804,1494,"5",50
"Maruti Suzuki",590000,2021,8.64,"Other","Manual","First","Individual",1196,73,101,"RWD",3675,1475,1800,"5",40
"Jaguar",2550000,2013,65,"Petrol","Automatic","Second","Individual",2995,335,450,"RWD",5247,2110,1448,"5",83
"Mercedes-Benz",6500000,2019,5.75,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"Volkswagen",490000,2015,50,"Petrol","Manual","First","Individual",1198,74,110,"FWD",3971,1682,1469,"5",45
"BMW",5950000,2017,28,"Diesel","Automatic","First","Individual",2993,262,620,"RWD",5219,1902,1481,">5",78
"Renault",420000,2017,43,"Petrol","Manual","UnRegistered Car","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Hyundai",2395000,2019,44.876,"Diesel","Automatic","First","Individual",1995,182,400,"FWD",4475,1850,1660,"5",62
"Hyundai",360000,2013,95.61,"Diesel","Manual","Second","Individual",1336,89,220,"FWD",3995,1710,1505,"5",45
"Nissan",325000,2013,51,"Diesel","Manual","First","Individual",1461,85,200,"FWD",4425,1695,1505,"5",41
"Land Rover",2300000,2013,110,"Diesel","Automatic","Second","Individual",2179,190,420,"AWD",4355,2120,1635,"5",57
"Maruti Suzuki",642000,2014,53.693,"Other","Manual","First","Individual",1373,82,110,"FWD",4265,1695,1685,"<5",60
"Hyundai",290000,2018,70,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"Hyundai",390000,2014,57,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Toyota",890000,2014,63,"Petrol","Automatic","First","Individual",1798,138,173,"FWD",4540,1760,1480,"5",55
"Maruti Suzuki",440000,2016,53.807,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"Maruti Suzuki",721000,2018,46,"Petrol","Manual","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Skoda",1515000,2018,67.546,"Petrol","Automatic","Second","Individual",1798,177,250,"FWD",4670,1814,1476,"5",50
"Land Rover",7e+06,2021,14.5,"Petrol","Automatic","First","Individual",1997,245,365,"AWD",4600,2069,1724,"<5",70
"Honda",949000,2018,37.1,"Petrol","Manual","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Mercedes-Benz",5500000,2019,30,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"Renault",319000,2018,89.059,"Petrol","Manual","First","Individual",799,53,72,"FWD",3679,1579,1478,"5",28
"Maruti Suzuki",459999,2013,77,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",4265,1695,1685,"<5",45
"Volvo",2100000,2018,42,"Diesel","Automatic","First","Individual",1984,150,350,"FWD",4370,1783,1458,"5",60
"Maruti Suzuki",685000,2017,58.146,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"MINI",3900000,2020,13,"Petrol","Automatic","First","Individual",1998,189,280,"FWD",3850,1727,1414,">5",44
"Toyota",3e+05,2013,75,"Diesel","Manual","Second","Individual",1364,68,170,"FWD",4265,1695,1510,"5",45
"Mercedes-Benz",5400000,2018,50.5,"Diesel","Automatic","Third or more","Individual",2143,201,500,"AWD",4819,2141,1796,"5",93
"Mercedes-Benz",4100000,2022,3.826,"Diesel","Automatic","UnRegistered Car","Individual",1950,147,320,"FWD",4549,1796,1446,"5",43
"Mercedes-Benz",6875000,2019,53,"Diesel","Automatic","First","Individual",2987,255,620,"AWD",5130,1934,1850,"<5",100
"Hyundai",1115000,2018,37,"Petrol","Manual","Second","Individual",1591,122,151,"FWD",4270,1780,1665,"5",55
"Honda",761000,2017,38,"Petrol","Automatic","Second","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Maruti Suzuki",825000,2021,8.499,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Hyundai",650000,2016,61.181,"Diesel","Manual","First","Individual",1396,89,220,"FWD",3985,1734,1505,"5",45
"Honda",565000,2017,45,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Mercedes-Benz",750000,2007,102,"Petrol","Automatic","First","Individual",3498,272,350,"RWD",5076,1871,1473,"5",90
"Hyundai",685000,2021,9.232,"Petrol","Automatic","First","Individual",1197,82,114,"FWD",3805,1680,1520,"5",37
"Maruti Suzuki",135000,2008,72.542,"Petrol","Manual","First","Individual",1061,64,84,"FWD",3495,1495,1595,"5",35
"Hyundai",609000,2018,42.601,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",45
"Mahindra",365000,2009,90,"Diesel","Manual","Second","Individual",2179,120,290,"RWD",4430,1817,1975,"<5",60
"Audi",5175000,2016,65,"Diesel","Automatic","First","Individual",2967,245,600,"AWD",5052,1968,1740,"<5",75
"Toyota",2175000,2018,40,"Diesel","Automatic","First","Individual",2755,172,360,"RWD",4735,1830,1795,"<5",55
"Ssangyong",675000,2013,106.223,"Diesel","Automatic","Second","Individual",2696,184,402,"AWD",4755,1900,1785,"<5",78
"BMW",1400000,2009,115,"Diesel","Automatic","Second","Individual",2993,218,480,"AWD",4854,1933,1776,"5",85
"Honda",480000,2016,50,"Petrol","Manual","First","Individual",1198,87,109,"FWD",3990,1680,1505,"5",35
"BMW",5800000,2020,30,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4936,1868,1479,"5",65
"Audi",6700000,2018,39.85,"Diesel","Automatic","First","Individual",2967,245,600,"AWD",5052,1968,1740,"<5",75
"Hyundai",625000,2014,80,"Diesel","Automatic","First","Individual",1582,126,259,"FWD",4530,1775,1470,"5",56
"Isuzu",1791000,2017,96.095,"Diesel","Automatic","First","Individual",2999,174,380,"RWD",4825,1860,1840,"<5",65
"Maruti Suzuki",422000,2018,12.768,"Petrol","Manual","First","Individual",1196,73,101,"RWD",3675,1475,1800,"5",40
"Audi",4200000,2021,12.321,"Petrol","Automatic","UnRegistered Car","Individual",1984,188,320,"FWD",4762,1847,1433,"5",54
"Toyota",1295000,2018,65.1,"Petrol","Automatic","First","Corporate",1798,138,173,"FWD",4620,1775,1475,"5",55
"Hyundai",495000,2017,30,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Tata",585000,2019,12,"Petrol","Automatic","First","Individual",1199,84,114,"FWD",3746,1647,1535,"5",35
"Mercedes-Benz",3950000,2019,33,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",4686,1810,1442,"5",66
"Mercedes-Benz",7475000,2021,13,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
